total_quant_of_product,total_value_product,pieaces,total_emp,export_value,import_value,date,total_quant_species,province,type,unit_value,production_per_worker,value_per_worker,percent_share_of_total_production,percent_share_of_total_value,net_trade_value
31351.0,36.0,Threadfin breams,413.0,13475000.0,16520000.0,2025-04-18,57844.0,Chon Buri,Marine Capture,0.0011482887308219834,75.91041162227603,0.08716707021791767,0.34828976295166103,0.3629764065335753,-3045000.0
143218.0,55.0,Anchovies,414.0,23450000.0,31395000.0,2023-10-22,24843.0,Samut Songkhram,Inland Capture,0.0003840299403706238,345.93719806763283,0.13285024154589373,0.5943427014095439,1.8846903980755847e-08,-7945000.0
103423.0,27.0,Scads,842.0,5075000.0,7700000.0,2024-04-24,81884.0,Narathiwat,Aquaculture,0.000261063786585189,122.83016627078385,0.032066508313539195,0.2898170837030902,1.0354758672072568e-08,-2625000.0
98375.0,28.0,Squids,362.0,33495000.0,17990000.0,2023-08-05,18282.0,Samut Sakhon,Aquaculture,0.0002846251588310038,271.75414364640886,0.07734806629834254,0.40824800828920865,9.594787481112068e-09,15505000.0
91989.0,15.0,Sardinellas,350.0,7210000.0,26075000.0,2024-08-04,45640.0,Chachoengsao,Inland Capture,0.00016306297492091446,262.8257142857143,0.04285714285714286,0.25777615919827856,5.752643706706982e-09,-18865000.0
86879.0,33.0,Mackerels,317.0,17395000.0,18305000.0,2023-08-26,94024.0,Samut Sakhon,Aquaculture,0.00037983862613519953,274.06624605678235,0.10410094637223975,0.36054057140694445,1.1308142388453508e-08,-910000.0
60954.0,54.0,Shrimps/prawns,493.0,28420000.0,4480000.0,2024-04-10,71321.0,Phuket,Marine Capture,0.0008859139679102273,123.63894523326572,0.10953346855983773,0.17080833586376493,2.0709517344145135e-08,23940000.0
57053.0,44.0,Carangids,104.0,16485000.0,12600000.0,2025-04-25,58245.0,Samut Prakan,Inland Capture,0.0007712127320211032,548.5865384615385,0.4230769230769231,0.6338227120564294,0.44363783020770314,3885000.0
5095.0,84.0,Crabs,910.0,33320000.0,28210000.0,2024-12-28,39262.0,Samut Sakhon,Marine Capture,0.01648675171736997,5.5989010989010985,0.09230769230769231,0.014277462860942388,3.2214804757559095e-08,5110000.0
46397.0,78.0,Tunas,931.0,32550000.0,26460000.0,2024-03-10,42805.0,Trang,Marine Capture,0.0016811431773606051,49.83566058002148,0.08378088077336197,0.1300159851539046,2.991374727487631e-08,6090000.0
40185.0,30.0,Threadfin breams,267.0,13055000.0,16240000.0,2025-03-28,50215.0,Rayong,Aquaculture,0.0007465472191116088,150.5056179775281,0.11235955056179775,0.4464299105040509,0.3024803387779794,-3185000.0
20536.0,12.0,Silver barb,488.0,11725000.0,17640000.0,2024-04-19,63610.0,Krabi,Marine Capture,0.000584339696143358,42.08196721311475,0.02459016393442623,0.05754700241654816,4.602114965365585e-09,-5915000.0
16177.0,97.0,Tilapias,704.0,24920000.0,21315000.0,2024-12-14,79573.0,Phatthalung,Inland Capture,0.005996167398157878,22.978693181818183,0.1377840909090909,0.04533199542717665,3.7200429303371815e-08,3605000.0
8603.0,57.0,Catfishes,560.0,23030000.0,12215000.0,2024-09-20,69636.0,Nakhon Si Thammarat,Marine Capture,0.006625595722422411,15.3625,0.10178571428571428,0.02410775524881008,2.186004608548653e-08,10815000.0
7098.0,32.0,Snakeheads,756.0,27895000.0,20195000.0,2025-02-16,53668.0,Satun,Inland Capture,0.004508312200619893,9.38888888888889,0.042328042328042326,0.07885428654367932,0.3226456946965114,7700000.0
1148.0,88.0,Crustaceans,881.0,3815000.0,32130000.0,2024-02-22,47836.0,Samut Prakan,Marine Capture,0.07665505226480836,1.3030646992054484,0.09988649262202043,0.003216982799678481,3.374884307934763e-08,-28315000.0
330.0,14.0,Climbing perch,319.0,29960000.0,30870000.0,2023-08-28,29565.0,Chumphon,Inland Capture,0.04242424242424243,1.0344827586206897,0.0438871473354232,0.0013694723530921359,4.797393740556034e-09,-910000.0
20969.0,92.0,Silver barb,871.0,34790000.0,13300000.0,2024-05-23,93138.0,Phetchaburi,Aquaculture,0.004387429061948591,24.074626865671643,0.10562571756601608,0.058760376590991356,3.5282881401136153e-08,21490000.0
1728.0,59.0,Tilapias,809.0,6895000.0,26530000.0,2025-03-20,87012.0,Bangkok Metropolis,Inland Capture,0.03414351851851852,2.1359703337453646,0.07292954264524104,0.01919698607318651,0.594877999596693,-19635000.0
9553.0,27.0,Catfishes,421.0,25900000.0,14035000.0,2023-08-31,70533.0,Pattani,Aquaculture,0.002826337276248299,22.69121140142518,0.06413301662707839,0.039644149663906586,9.25211649964378e-09,11865000.0
9204.0,15.0,Snakeheads,799.0,31290000.0,16275000.0,2025-03-19,65899.0,Chachoengsao,Aquaculture,0.0016297262059973925,11.519399249061326,0.01877346683354193,0.10225061332037537,0.1512401693889897,15015000.0
1317.0,49.0,Crustaceans,719.0,10745000.0,15855000.0,2023-08-10,61580.0,Prachuap Khiri Khan,Aquaculture,0.03720577069096431,1.8317107093184979,0.06815020862308763,0.005465439663704069,1.6790878091946117e-08,-5110000.0
4507.0,48.0,Climbing perch,352.0,4305000.0,33390000.0,2024-02-26,83192.0,Samut Songkhram,Aquaculture,0.010650099844686045,12.803977272727273,0.13636363636363635,0.012629739963546091,1.840845986146234e-08,-29085000.0
21907.0,27.0,Silver barb,379.0,7700000.0,33530000.0,2024-11-22,55797.0,Ranong,Marine Capture,0.001232482768065002,57.80211081794195,0.0712401055408971,0.06138888692731401,1.0354758672072568e-08,-25830000.0
17359.0,58.0,Tilapias,894.0,16450000.0,21595000.0,2023-05-22,14414.0,Yala,Aquaculture,0.0033412062906849472,19.417225950783,0.06487695749440715,0.07203839568886783,1.9874916925160713e-08,-5145000.0
9389.0,11.0,Catfishes,338.0,25900000.0,5635000.0,2024-07-07,66430.0,Phatthalung,Marine Capture,0.001171583768239429,27.77810650887574,0.03254437869822485,0.026310323611656146,4.218605384918454e-09,20265000.0
7937.0,35.0,Snakeheads,408.0,30485000.0,31990000.0,2023-12-29,28535.0,Prachuap Khiri Khan,Inland Capture,0.004409726596950989,19.45343137254902,0.0857843137254902,0.03293788504997661,1.1993484351390085e-08,-1505000.0
1456.0,61.0,Crustaceans,934.0,26915000.0,11270000.0,2023-12-15,93120.0,Rayong,Inland Capture,0.04189560439560439,1.5588865096359743,0.06531049250535331,0.006042278018491363,2.0902929869565575e-08,15645000.0
4029.0,65.0,Climbing perch,177.0,22575000.0,21980000.0,2024-07-09,71001.0,Nakhon Si Thammarat,Aquaculture,0.016133035492678083,22.76271186440678,0.3672316384180791,0.011290264546955225,2.4928122729063587e-08,595000.0
387855.0,91.0,Shrimps/prawns,920.0,19915000.0,33285000.0,2023-09-23,92115.0,Phuket,Inland Capture,0.00023462376403552874,421.58152173913044,0.09891304347826087,1.6095657560865162,3.118305931361422e-08,-13370000.0
253489.0,40.0,Tilapias,458.0,27615000.0,31570000.0,2023-06-30,35142.0,Phangnga,Aquaculture,0.00015779777426239402,553.4694323144105,0.08733624454148471,1.0519581130696132,1.3706839258731524e-08,-3955000.0
105853.0,68.0,Catfishes,775.0,14490000.0,34160000.0,2024-10-09,40762.0,Chachoengsao,Inland Capture,0.0006424003098636789,136.58451612903227,0.08774193548387096,0.2966265507790647,2.6078651470404984e-08,-19670000.0
9891.0,83.0,Molluscs,949.0,4375000.0,19845000.0,2024-05-03,10168.0,Samut Songkhram,Inland Capture,0.008391466990193105,10.42255005268704,0.0874604847207587,0.02771705302405911,3.183129517711196e-08,-15470000.0
47636.0,47.0,Barramundi,117.0,9100000.0,21910000.0,2025-02-15,86696.0,Phetchaburi,Inland Capture,0.0009866487530439164,407.14529914529913,0.4017094017094017,0.5292058035777272,0.4738858640855011,-12810000.0
24329.0,28.0,Silver barb,881.0,5670000.0,26705000.0,2023-12-05,56406.0,Krabi,Inland Capture,0.0011508898844999795,27.615209988649262,0.03178206583427923,0.10096331175266235,9.594787481112068e-09,-21035000.0
421052.0,100.0,Shrimps/prawns,302.0,4025000.0,30240000.0,2024-02-07,21530.0,Narathiwat,Inland Capture,0.0002375003562505344,1394.2119205298013,0.33112582781456956,1.1798928935280695,3.835095804471321e-08,-26215000.0
20605.0,36.0,Tilapias,540.0,6125000.0,26320000.0,2023-09-25,82229.0,Samut Prakan,Marine Capture,0.0017471487503033245,38.157407407407405,0.06666666666666667,0.08550902374382865,1.233615533285837e-08,-20195000.0
112525.0,27.0,Catfishes,381.0,27895000.0,10710000.0,2024-06-16,15566.0,Ranong,Aquaculture,0.00023994667851588535,295.34120734908134,0.07086614173228346,0.3153231616148267,1.0354758672072568e-08,17185000.0
119001.0,57.0,Molluscs,435.0,14420000.0,4340000.0,2024-09-16,68142.0,Satun,Aquaculture,0.0004789875715330123,273.5655172413793,0.1310344827586207,0.33347053148479,2.186004608548653e-08,10080000.0
45415.0,42.0,Barramundi,304.0,31920000.0,34405000.0,2024-05-18,36374.0,Nakhon Si Thammarat,Marine Capture,0.0009248045799845866,149.39144736842104,0.13815789473684212,0.12726417582525978,1.6107402378779547e-08,-2485000.0
20498.0,19.0,Silver barb,885.0,26635000.0,15295000.0,2025-01-07,84516.0,Yala,Inland Capture,0.0009269196994828764,23.161581920903956,0.021468926553672316,0.22771980354639879,0.19157088122605362,11340000.0
428757.0,89.0,Shrimps/prawns,324.0,7595000.0,5810000.0,2024-05-10,75017.0,Samut Prakan,Inland Capture,0.000207576785918364,1323.3240740740741,0.27469135802469136,1.2014842284335772,3.4132352659794756e-08,1785000.0
22868.0,56.0,Tilapias,585.0,15995000.0,13055000.0,2024-07-09,41337.0,Samut Sakhon,Aquaculture,0.0024488368025188034,39.090598290598294,0.09572649572649573,0.06408184900962326,2.14765365050394e-08,2940000.0
110467.0,37.0,Catfishes,942.0,34720000.0,9555000.0,2025-04-27,92325.0,Trat,Aquaculture,0.00033494165678437906,117.26857749469214,0.03927813163481953,1.227218437816374,0.3730590844928413,25165000.0
88973.0,56.0,Molluscs,511.0,27580000.0,10290000.0,2024-12-18,51552.0,Rayong,Inland Capture,0.000629404426061839,174.11545988258317,0.1095890410958904,0.24932457372455877,2.14765365050394e-08,17290000.0
47203.0,13.0,Barramundi,231.0,31955000.0,22225000.0,2023-08-25,87894.0,Krabi,Marine Capture,0.0002754062241806665,204.34199134199133,0.05627705627705628,0.19588849540305478,4.4547227590877455e-09,9730000.0
21767.0,83.0,Silver barb,863.0,30415000.0,8715000.0,2025-02-19,71454.0,Narathiwat,Aquaculture,0.0038131115909404143,25.22247972190035,0.09617612977983778,0.24181759019389512,0.8368622706190765,21700000.0
83933.0,84.0,Shrimp,517.0,734.0,745.0,2024-05-29,93624.0,Krabi,Marine Capture,0.0010007982557516113,162.34622823984526,0.16247582205029013,0.23520123460401915,3.2214804757559095e-08,-11.0
48824.0,19.0,Fish,461.0,305.0,825.0,2024-09-15,93734.0,Phangnga,Aquaculture,0.0003891528756349336,105.90889370932754,0.04121475054229935,0.13681704548040258,7.28668202849551e-09,-520.0
29558.0,30.0,Snapper,202.0,879.0,381.0,2023-10-17,74996.0,Phetchaburi,Aquaculture,0.0010149536504499629,146.32673267326732,0.1485148514851485,0.12266322367484046,1.0280129444048643e-08,498.0
83280.0,91.0,Crabs,439.0,692.0,883.0,2024-06-04,83976.0,Trang,Inland Capture,0.0010926993275696445,189.70387243735763,0.2072892938496583,0.23337136546796505,3.489937182068902e-08,-191.0
82727.0,31.0,Anchovy,193.0,638.0,905.0,2024-10-12,31803.0,Bangkok Metropolis,Aquaculture,0.0003747265100873959,428.6373056994819,0.16062176165803108,0.23182172131446138,1.1888796993861097e-08,-267.0
97284.0,91.0,Tuna,161.0,371.0,904.0,2024-05-17,54991.0,Chumphon,Inland Capture,0.0009354056165453723,604.2484472049689,0.5652173913043478,0.2726140720243217,3.489937182068902e-08,-533.0
24977.0,20.0,Squid,485.0,112.0,354.0,2024-11-05,62943.0,Phetchaburi,Marine Capture,0.0008007366777435241,51.49896907216495,0.041237113402061855,0.069991793891611,7.670191608942641e-09,-242.0
57602.0,32.0,Fish,771.0,390.0,149.0,2025-04-15,97952.0,Trat,Inland Capture,0.0005555362661018715,74.71076523994812,0.041504539559014265,0.6399217545067647,0.3226456946965114,241.0
72255.0,82.0,Sardine,531.0,816.0,290.0,2024-09-19,14859.0,Ranong,Inland Capture,0.0011348695592000553,136.07344632768363,0.1544256120527307,0.20247656114178456,3.144778559666483e-08,526.0
40311.0,17.0,Shrimp,764.0,465.0,170.0,2025-03-26,66050.0,Samut Sakhon,Marine Capture,0.00042172111830517724,52.7630890052356,0.02225130890052356,0.44782969073855405,0.17140552530752168,295.0
83191.0,46.0,Shrimp,551.0,884.0,240.0,2024-10-25,11025.0,Trat,Inland Capture,0.000552944429084877,150.98185117967333,0.08348457350272233,0.23312196523349524,1.7641440700568077e-08,644.0
92186.0,38.0,Tuna,616.0,229.0,824.0,2024-05-31,48932.0,Phatthalung,Marine Capture,0.00041221009697784913,149.6525974025974,0.06168831168831169,0.25832820241390286,1.457336405699102e-08,-595.0
64672.0,99.0,Shrimp,186.0,194.0,527.0,2023-06-15,18981.0,Songkhla,Marine Capture,0.001530801583374567,347.6989247311828,0.532258064516129,0.2683833818762867,3.3924427165360525e-08,-333.0
97047.0,16.0,Fish,545.0,912.0,980.0,2024-04-07,84302.0,Surat Thani,Marine Capture,0.00016486856883777962,178.0678899082569,0.029357798165137616,0.2719499388156773,6.136153287154114e-09,-68.0
28919.0,98.0,Tilapias,675.0,885.0,802.0,2024-09-26,10152.0,Phatthalung,Inland Capture,0.003388775545489125,42.842962962962964,0.1451851851851852,0.08103826270374738,3.758393888381895e-08,83.0
46192.0,15.0,Catfishes,117.0,680.0,852.0,2024-09-22,45505.0,Chanthaburi,Marine Capture,0.00032473155524766195,394.8034188034188,0.1282051282051282,0.12944152393967628,5.752643706706982e-09,-172.0
53690.0,56.0,Mackerels,936.0,274.0,267.0,2023-05-12,26139.0,Phetchaburi,Marine Capture,0.0010430247718383311,57.361111111111114,0.05982905982905983,0.222809001931869,1.9189574962224136e-08,7.0
76541.0,27.0,Squid,613.0,819.0,105.0,2023-12-22,62758.0,Trat,Inland Capture,0.000352752119778942,124.86296900489397,0.04404567699836868,0.31763873750916716,9.25211649964378e-09,714.0
53067.0,32.0,Grouper,1000.0,188.0,972.0,2024-07-15,26099.0,Pattani,Aquaculture,0.0006030112876175401,53.067,0.032,0.14870699149001565,1.2272306574308228e-08,-784.0
23216.0,95.0,Mackerels,165.0,820.0,932.0,2023-09-06,43826.0,Songkhla,Marine Capture,0.004092005513439008,140.7030303030303,0.5757575757575758,0.09634445499814251,3.255374323948737e-08,-112.0
12542.0,12.0,Shrimp,855.0,761.0,921.0,2024-02-29,93918.0,Narathiwat,Marine Capture,0.0009567852017222134,14.669005847953215,0.014035087719298246,0.03514581731146996,4.602114965365585e-09,-160.0
36733.0,54.0,Anchovy,465.0,366.0,122.0,2024-07-30,65719.0,Nakhon Si Thammarat,Marine Capture,0.0014700677864590422,78.99569892473119,0.11612903225806452,0.10293504284023489,2.0709517344145135e-08,244.0
25084.0,10.0,Pufferfish,836.0,422.0,947.0,2023-07-10,79088.0,Ranong,Inland Capture,0.00039866050071758893,30.004784688995215,0.011961722488038277,0.1040964984998883,3.426709814682881e-09,-525.0
82089.0,16.0,Tuna,381.0,853.0,232.0,2024-05-09,18128.0,Samut Prakan,Inland Capture,0.0001949104021245234,215.45669291338584,0.04199475065616798,0.2300338859257899,6.136153287154114e-09,621.0
42747.0,38.0,Grouper,695.0,326.0,971.0,2023-12-14,72534.0,Trang,Marine Capture,0.0008889512714342527,61.506474820143886,0.05467625899280575,0.1773964687200895,1.3021497295794947e-08,-645.0
63186.0,14.0,Tuna,581.0,379.0,557.0,2024-04-19,30463.0,Phangnga,Marine Capture,0.00022156806887601685,108.7538726333907,0.024096385542168676,0.17706295747428963,5.36913412625985e-09,-178.0
44964.0,15.0,Sardine,849.0,616.0,906.0,2023-05-04,91025.0,Chanthaburi,Marine Capture,0.00033360021350413666,52.96113074204947,0.0176678445229682,0.18659683298313573,5.1400647220243215e-09,-290.0
95086.0,21.0,Mackerels,784.0,143.0,957.0,2024-10-22,44834.0,Satun,Aquaculture,0.00022085270176471825,121.28316326530613,0.026785714285714284,0.26645472690786415,8.053701189389774e-09,-814.0
42175.0,64.0,Squid,452.0,616.0,341.0,2024-11-29,77912.0,Samut Sakhon,Aquaculture,0.0015174866627148784,93.3075221238938,0.1415929203539823,0.11818488639062713,2.4544613148616455e-08,275.0
55603.0,42.0,Tilapias,152.0,106.0,638.0,2024-04-14,12115.0,Ranong,Inland Capture,0.0007553549268924339,365.8092105263158,0.27631578947368424,0.15581349704749353,1.6107402378779547e-08,-532.0
36985.0,36.0,Fish,914.0,308.0,449.0,2024-09-23,94014.0,Narathiwat,Aquaculture,0.00097336758145194,40.46498905908096,0.03938730853391685,0.10364120979626187,1.3806344896096755e-08,-141.0
46090.0,30.0,Shellfish,299.0,440.0,598.0,2024-11-11,36630.0,Pattani,Marine Capture,0.0006509004122369278,154.14715719063545,0.10033444816053512,0.1291556944574749,1.1505287413413965e-08,-158.0
36250.0,22.0,Catfishes,478.0,315.0,372.0,2024-05-05,34844.0,Prachuap Khiri Khan,Inland Capture,0.0006068965517241379,75.83682008368201,0.04602510460251046,0.10158155617451649,8.437210769836908e-09,-57.0
28523.0,93.0,Shrimp,739.0,918.0,434.0,2024-07-18,50257.0,Rayong,Aquaculture,0.0032605265925744137,38.596752368064955,0.12584573748308525,0.07992857177284783,3.5666390981583286e-08,484.0
97923.0,86.0,Sardine,235.0,131.0,162.0,2023-05-19,23560.0,Pattani,Marine Capture,0.0008782410669607753,416.6936170212766,0.3659574468085106,0.4063722461570946,2.946970440627278e-08,-31.0
40696.0,96.0,Shrimp,861.0,459.0,140.0,2025-02-04,64467.0,Satun,Inland Capture,0.0023589541969726755,47.26596980255517,0.11149825783972125,0.4521067970106471,0.9679370840895343,319.0
96567.0,53.0,Mackerels,208.0,200.0,942.0,2024-05-25,90698.0,Narathiwat,Marine Capture,0.0005488417368252095,464.2644230769231,0.2548076923076923,0.2706048588994355,2.0326007763698e-08,-742.0
23578.0,82.0,Fish,828.0,523.0,732.0,2025-03-09,39769.0,Surat Thani,Inland Capture,0.0034778183051997623,28.47584541062802,0.09903381642512077,0.2619366537231433,0.8267795926598105,-209.0
61311.0,79.0,Snapper,878.0,722.0,688.0,2024-02-21,97663.0,Krabi,Inland Capture,0.0012885126649377762,69.83029612756265,0.08997722095671981,0.17180873905146982,3.029725685532344e-08,34.0
92583.0,21.0,Catfishes,406.0,286.0,706.0,2023-08-18,94840.0,Trat,Inland Capture,0.00022682349891448754,228.0369458128079,0.05172413793103448,0.38421169353433093,7.1960906108340505e-09,-420.0
84492.0,92.0,Barramundi,595.0,449.0,160.0,2024-04-27,87886.0,Surat Thani,Aquaculture,0.0010888604838327888,142.0033613445378,0.1546218487394958,0.23676769225647581,3.5282881401136153e-08,289.0
71260.0,14.0,Tuna,299.0,989.0,144.0,2024-10-05,89346.0,Satun,Aquaculture,0.00019646365422396856,238.3277591973244,0.046822742474916385,0.19968832256540814,5.36913412625985e-09,845.0
28512.0,14.0,Mackerels,395.0,227.0,858.0,2024-08-09,76567.0,Songkhla,Inland Capture,0.0004910213243546577,72.18227848101266,0.035443037974683546,0.07989774702476729,5.36913412625985e-09,-631.0
58996.0,62.0,Tuna,307.0,448.0,463.0,2024-03-28,46409.0,Rayong,Inland Capture,0.0010509187063529732,192.16938110749186,0.20195439739413681,0.1653215307054283,2.3777593987722194e-08,-15.0
20992.0,20.0,Catfishes,763.0,345.0,738.0,2024-08-05,16401.0,Phatthalung,Inland Capture,0.0009527439024390244,27.512450851900393,0.02621231979030144,0.05882482833697794,7.670191608942641e-09,-393.0
48612.0,35.0,Barramundi,810.0,582.0,484.0,2024-11-14,87825.0,Krabi,Inland Capture,0.0007199868345264544,60.01481481481481,0.043209876543209874,0.13622296851739574,1.3422835315649624e-08,98.0
90807.0,63.0,Crabs,355.0,129.0,217.0,2024-11-17,34420.0,Samut Sakhon,Inland Capture,0.0006937791139449602,255.7943661971831,0.17746478873239438,0.25446389990453294,2.416110356816932e-08,-88.0
38085.0,12.0,Tilapias,639.0,537.0,110.0,2023-08-08,26428.0,Satun,Aquaculture,0.00031508467900748325,59.60093896713615,0.018779342723004695,0.15804955929549697,4.112051777619457e-09,427.0
25235.0,98.0,Tilapias,774.0,101.0,913.0,2024-05-07,29922.0,Rayong,Aquaculture,0.003883495145631068,32.60335917312661,0.12661498708010335,0.070714774346591,3.758393888381895e-08,-812.0
95639.0,85.0,Barramundi,372.0,807.0,894.0,2023-05-03,20673.0,Chumphon,Inland Capture,0.0008887587699578624,257.0940860215054,0.22849462365591397,0.39689383750720836,2.912703342480449e-08,-87.0
83625.0,46.0,Snapper,462.0,408.0,990.0,2023-12-30,33397.0,Surat Thani,Marine Capture,0.0005500747384155456,181.0064935064935,0.09956709956709957,0.3470367440222117,1.576286514754125e-08,-582.0
85783.0,20.0,Mackerels,533.0,752.0,579.0,2023-07-02,66825.0,Phuket,Inland Capture,0.00023314642761386288,160.9437148217636,0.0375234521575985,0.35599226322818994,6.853419629365762e-09,173.0
64266.0,98.0,Barramundi,108.0,262.0,604.0,2025-04-24,97506.0,Krabi,Inland Capture,0.0015249120841502506,595.0555555555555,0.9074074074074074,0.7139545757982664,0.9881024400080661,-342.0
65949.0,82.0,Catfishes,338.0,965.0,234.0,2024-01-21,47687.0,Narathiwat,Inland Capture,0.0012433850399551168,195.1153846153846,0.24260355029585798,0.18480557374215692,3.144778559666483e-08,731.0
22831.0,67.0,Sardine,830.0,223.0,428.0,2024-11-27,63658.0,Songkhla,Aquaculture,0.0029346064561342035,27.50722891566265,0.08072289156626505,0.06397816576607962,2.5695141889957852e-08,-205.0
90037.0,69.0,Sardine,164.0,659.0,872.0,2024-02-05,34433.0,Ranong,Marine Capture,0.0007663516110043649,549.0060975609756,0.42073170731707316,0.25230616753889495,2.6462161050852117e-08,-213.0
93998.0,65.0,Snapper,147.0,574.0,912.0,2023-07-05,46932.0,Samut Sakhon,Inland Capture,0.0006915040745547777,639.4421768707483,0.4421768707482993,0.39008382498774113,2.227361379543873e-08,-338.0
63199.0,13.0,Tuna,480.0,267.0,137.0,2024-09-29,51708.0,Songkhla,Marine Capture,0.00020569945726989352,131.66458333333333,0.027083333333333334,0.1770993867220212,4.985624545812718e-09,130.0
82121.0,64.0,Pufferfish,733.0,724.0,805.0,2023-09-09,41864.0,Samut Songkhram,Inland Capture,0.000779337806407618,112.03410641200546,0.08731241473396999,0.34079527002508875,2.193094281397044e-08,-81.0
41171.0,25.0,Tuna,546.0,677.0,812.0,2024-07-23,21762.0,Samut Sakhon,Aquaculture,0.0006072235311262782,75.4047619047619,0.045787545787545784,0.11537142756582121,9.587739511178303e-09,-135.0
84475.0,74.0,Crabs,205.0,618.0,166.0,2023-11-14,93426.0,Songkhla,Marine Capture,0.0008759988162178159,412.0731707317073,0.36097560975609755,0.3505641728104793,2.5357652628653318e-08,452.0
15498.0,95.0,Catfishes,780.0,170.0,216.0,2025-03-10,91293.0,Phatthalung,Aquaculture,0.0061298232029939346,19.869230769230768,0.12179487179487179,0.1721729688438915,0.9578544061302682,-46.0
40804.0,72.0,Crabs,379.0,879.0,631.0,2024-10-15,20852.0,Krabi,Marine Capture,0.0017645328889324577,107.6622691292876,0.18997361477572558,0.11434300187986128,2.761268979219351e-08,248.0
